일자,시가,고가,저가,종가,거래량,거래대금,수정주가구분,수정비율
2024-03-13,5480,5530,5390,5390,25976,142,,
2024-03-12,5500,5510,5410,5490,20704,113,,
2024-03-11,5440,5550,5420,5500,19079,105,,
2024-03-08,5420,5440,5370,5440,20309,110,,
2024-03-07,5410,5450,5370,5440,15540,84,,
2024-03-06,5470,5470,5380,5460,15748,85,,
2024-03-05,5500,5500,5400,5470,17572,96,,
2024-03-04,5460,5480,5400,5470,19907,108,,
2024-02-29,5430,5510,5370,5460,10889,59,,
2024-02-28,5370,5440,5350,5430,13868,75,,
2024-02-27,5360,5400,5300,5400,29781,160,,
2024-02-26,5430,5490,5360,5360,12095,66,,
2024-02-23,5440,5510,5400,5430,17805,97,,
2024-02-22,5500,5530,5430,5440,10102,55,,
2024-02-21,5550,5560,5470,5500,18070,100,,
2024-02-20,5510,5570,5490,5550,8532,47,,
2024-02-19,5510,5530,5470,5510,11190,61,,
2024-02-16,5540,5560,5470,5520,16302,90,,
2024-02-15,5460,5540,5440,5540,28066,154,,
2024-02-14,5340,5480,5340,5480,25541,139,,
2024-02-13,5430,5430,5380,5420,15183,82,,
2024-02-08,5330,5430,5040,5390,61903,330,,
2024-02-07,5410,5410,5320,5350,22697,122,,
2024-02-06,5440,5450,5320,5410,27151,146,,
2024-02-05,5440,5450,5340,5430,29487,159,,
2024-02-02,5430,5460,5370,5430,38804,210,,
2024-02-01,5250,5450,5250,5430,119892,644,,
2024-01-31,5260,5290,5220,5250,16488,87,,
2024-01-30,5250,5300,5240,5270,17669,93,,
2024-01-29,5280,5310,5240,5260,19979,105,,
2024-01-26,5260,5290,5240,5280,9929,52,,
2024-01-25,5300,5300,5210,5270,44224,232,,
2024-01-24,5320,5320,5230,5300,30922,162,,
2024-01-23,5290,5300,5250,5290,21872,116,,
2024-01-22,5340,5350,5280,5290,19673,104,,
2024-01-19,5310,5350,5290,5350,30001,160,,
2024-01-18,5230,5360,5220,5310,62771,332,,
2024-01-17,5270,5280,5190,5210,39214,205,,
2024-01-16,5300,5300,5240,5270,23162,122,,
2024-01-15,5230,5310,5200,5300,45725,241,,
2024-01-12,5270,5270,5220,5250,44108,231,,
2024-01-11,5270,5280,5230,5270,29634,156,,
2024-01-10,5280,5290,5230,5270,19972,105,,
2024-01-09,5250,5320,5230,5280,32157,169,,
2024-01-08,5290,5300,5220,5240,37088,194,,
2024-01-05,5290,5290,5230,5290,28850,152,,
2024-01-04,5300,5300,5200,5290,35231,185,,
2024-01-03,5260,5300,5190,5300,43728,229,,
2024-01-02,5240,5270,5180,5270,39594,207,,
2023-12-28,5260,5290,5190,5250,80553,422,,
2023-12-27,5350,5370,5190,5260,142906,749,4,0.00
2023-12-26,5330,5440,5260,5360,165744,883,,
2023-12-22,5350,6420,5290,5300,8769110,53031,,
2023-12-21,5360,5400,5330,5350,17313,93,,
2023-12-20,5380,5460,5360,5420,14224,77,,
2023-12-19,5390,5430,5360,5400,13033,70,,
2023-12-18,5430,5440,5360,5420,8038,44,,
